num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.020375, insert, 1.0, 3.0, 1.0
d6.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 85,d6.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 85, 0.020375, insert, 1.0, 3.0, 1.0
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.020375, insert, 1.0, 3.0, 1.0
d7.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 87,d7.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 87, 0.020375, insert, 1.0, 3.0, 1.0
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.020375, insert, 1.0, 3.0, 1.0
d8.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 89,d8.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 89, 0.020375, insert, 1.0, 3.0, 1.0
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.020375, insert, 1.0, 3.0, 1.0
d9.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 91,d9.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 91, 0.020375, insert, 1.0, 3.0, 1.0
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.020375, insert, 1.0, 3.0, 1.0
output+=(String.format("%d\n" d0.value)); ,EXPRESSION_STATEMENT, line no: 93,output+=(String.format("%d\n" d0.value)); ,EXPRESSION_STATEMENT, line no: 93, 0.020375, insert, 1.0, 3.0, 1.0
output+=(String.format("That's all  have a nice day!\n")); ,EXPRESSION_STATEMENT, line no: 121,output+=(String.format("That's all  have a nice day!\n")); ,EXPRESSION_STATEMENT, line no: 121, 0.020375, insert, 1.0, 1.0, 1.0
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90,num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d0.value) / 10; ,EXPRESSION_STATEMENT, line no: 74, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d1.value) / 10; ,EXPRESSION_STATEMENT, line no: 76, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d2.value) / 10; ,EXPRESSION_STATEMENT, line no: 78, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d3.value) / 10; ,EXPRESSION_STATEMENT, line no: 80, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d4.value) / 10; ,EXPRESSION_STATEMENT, line no: 82, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d5.value) / 10; ,EXPRESSION_STATEMENT, line no: 84, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d6.value) / 10; ,EXPRESSION_STATEMENT, line no: 86, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d7.value) / 10; ,EXPRESSION_STATEMENT, line no: 88, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
num.value=(num.value - d9.value) / 10; ,EXPRESSION_STATEMENT, line no: 92,num.value=(num.value - d8.value) / 10; ,EXPRESSION_STATEMENT, line no: 90, 0.02006153846153846, insert, 1.0, 1.5, 0.9743589743589743
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d1.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 75, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d2.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 77, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d3.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 79, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d4.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 81, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d5.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 83, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d6.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 85, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d7.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 87, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d8.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 89, 0.019886, insert, 1.0, 1.5, 0.96
d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73,d9.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 91, 0.019886, insert, 1.0, 1.5, 0.96
d1.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 75,d0.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 73, 0.019886, insert, 1.0, 1.5, 0.96
d1.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 75,d2.value=num.value % 10; ,EXPRESSION_STATEMENT, line no: 77, 0.019886, insert, 1.0, 1.5, 0.96
