j.value=0; ,EXPRESSION_STATEMENT, line no: 72,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.019263636363636365, insert, 1.0, 0.6666666666666666, 0.9090909090909091
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.018745, insert, 1.0, 1.0, 0.8666666666666667
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.017553846153846156, insert, 1.0, 0.6666666666666666, 0.7692307692307693
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.017553846153846156, insert, 1.0, 0.6666666666666666, 0.7692307692307693
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.017553846153846156, insert, 1.0, 0.6666666666666666, 0.7692307692307693
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.017553846153846156, insert, 1.0, 0.6666666666666666, 0.7692307692307693
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.015059782608695652, insert, 1.0, 1.0, 0.5652173913043478
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.015059782608695652, insert, 1.0, 0.3333333333333333, 0.5652173913043478
inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.012933695652173914, insert, 1.0, 0.75, 0.391304347826087
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75, 0.012933695652173914, insert, 1.0, 0.5, 0.391304347826087
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75, 0.012763207547169813, insert, 1.0, 0.0, 0.37735849056603776
inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.012763207547169813, insert, 1.0, 0.0, 0.37735849056603776
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.012225, insert, 1.0, 0.0, 0.3333333333333333
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.01207122641509434, insert, 1.0, 0.0, 0.32075471698113206
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.01207122641509434, insert, 1.0, 0.0, 0.32075471698113206
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,j.value=5; ,EXPRESSION_STATEMENT, line no: 82, 0.011928636363636363, insert, 0.1, 2.0, 0.9090909090909091
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.011854545454545454, insert, 1.0, 0.75, 0.30303030303030304
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.011854545454545454, insert, 1.0, 0.5, 0.30303030303030304
inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.011693478260869566, insert, 1.0, 0.0, 0.2898550724637681
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75, 0.011693478260869566, insert, 1.0, 0.0, 0.2898550724637681
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.011484090909090909, insert, 1.0, 0.75, 0.2727272727272727
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.011484090909090909, insert, 1.0, 0.75, 0.2727272727272727
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.011484090909090909, insert, 1.0, 0.5, 0.2727272727272727
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.011484090909090909, insert, 1.0, 0.5, 0.2727272727272727
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,temp.value=inputString[k.value]; ,EXPRESSION_STATEMENT, line no: 78, 0.01116433014354067, insert, 0.2789473684210526, 1.6666666666666665, 0.7272727272727273
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,j.value=5; ,EXPRESSION_STATEMENT, line no: 82, 0.010817272727272727, insert, 0.1, 0.6666666666666666, 0.8181818181818182
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.010807608695652175, insert, 1.0, 0.6000000000000001, 0.21739130434782608
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.010807608695652175, insert, 1.0, 0.6000000000000001, 0.21739130434782608
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68, 0.010372727272727275, insert, 1.0, 0.0, 0.18181818181818182
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.010098913043478262, insert, 1.0, 2.0, 0.15942028985507245
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.010098913043478262, insert, 1.0, 1.3333333333333333, 0.15942028985507245
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69,length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[3]='o'; ,EXPRESSION_STATEMENT, line no: 67, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
length.value=inputString.length; ,EXPRESSION_STATEMENT, line no: 76,vowels[5]='y'; ,EXPRESSION_STATEMENT, line no: 69, 0.01000227272727273, insert, 1.0, 0.0, 0.15151515151515152
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009567391304347826, insert, 1.0, 0.75, 0.11594202898550725
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009567391304347826, insert, 1.0, 0.75, 0.11594202898550725
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.009567391304347826, insert, 1.0, 0.5, 0.11594202898550725
output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.009567391304347826, insert, 1.0, 0.5, 0.11594202898550725
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
k.value=0; ,EXPRESSION_STATEMENT, line no: 71,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
j.value=0; ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,k.value=0; ,EXPRESSION_STATEMENT, line no: 71, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,j.value=0; ,EXPRESSION_STATEMENT, line no: 72, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
output+=(String.format("Please enter a string > ")); ,EXPRESSION_STATEMENT, line no: 74,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.009533962264150944, insert, 1.0, 0.0, 0.11320754716981132
syl.value=0; ,EXPRESSION_STATEMENT, line no: 73,inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75, 0.009478804347826088, insert, 1.0, 0.0, 0.10869565217391304
inputString=scanner.nextLine().toCharArray(); ,EXPRESSION_STATEMENT, line no: 75,syl.value=0; ,EXPRESSION_STATEMENT, line no: 73, 0.009478804347826088, insert, 1.0, 0.0, 0.10869565217391304
vowels[0]='a'; ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009390217391304348, insert, 1.0, 0.0, 0.10144927536231885
vowels[1]='e'; ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009390217391304348, insert, 1.0, 0.0, 0.10144927536231885
vowels[2]='i'; ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009390217391304348, insert, 1.0, 0.0, 0.10144927536231885
vowels[4]='u'; ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("The number of syllables is %d." syl.value)); ,EXPRESSION_STATEMENT, line no: 86, 0.009390217391304348, insert, 1.0, 0.0, 0.10144927536231885
